# File generated by CMD 3.6 (http://stev.oapd.inaf.it/cmd) on Wed Jun  8 19:25:14 CEST 2022
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Attention: photometry includes extinction of Av=.0837, with coefficients derived star-by-star, for Cardelli et al 89 + O'Donnell 94 Rv=3.1 extinction curve.
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.020322 0.15000 8.84510 1.2150377035 2.5089352131    1.215  0.274  3.7968  4.388    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -9.46e-14      0.00 7.081e-01 2.723e-01 3.483e-03 9.516e-04 8.648e-03 -1.000 1.967e-02 4.086 4.805 4.740 4.171 3.828 3.535 3.174 2.902 2.868
0.020322 0.15000 8.84510 1.2382836342 2.5119771957    1.238  0.315  3.8012  4.373    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -9.97e-14      0.00 7.075e-01 2.728e-01 3.491e-03 9.538e-04 8.667e-03 -1.000 1.968e-02 3.983 4.662 4.614 4.064 3.731 3.445 3.094 2.832 2.799
0.020322 0.15000 8.84510 1.2500000000 2.5134611130    1.250  0.335  3.8033  4.365    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.02e-13      0.00 7.071e-01 2.732e-01 3.497e-03 9.555e-04 8.683e-03 -1.000 1.972e-02 3.933 4.594 4.553 4.012 3.683 3.402 3.055 2.797 2.765
0.020322 0.15000 8.84510 1.2999999523 2.5194499493    1.300  0.420  3.8122  4.333    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.13e-13      0.00 7.073e-01 2.730e-01 3.496e-03 9.555e-04 8.684e-03 -1.000 1.974e-02 3.720 4.311 4.295 3.792 3.483 3.216 2.890 2.649 2.621
0.020322 0.15000 8.84510 1.3201444149 2.5217158794    1.320  0.453  3.8157  4.321    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.16e-13      0.00 7.074e-01 2.729e-01 3.495e-03 9.551e-04 8.681e-03 -1.000 1.973e-02 3.638 4.208 4.197 3.707 3.405 3.144 2.826 2.592 2.565
0.020322 0.15000 8.84510 1.3500000238 2.5249314308    1.350  0.501  3.8207  4.303    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.21e-13      0.00 7.076e-01 2.727e-01 3.494e-03 9.547e-04 8.677e-03 -1.000 1.972e-02 3.519 4.060 4.054 3.583 3.291 3.038 2.733 2.509 2.482
0.020322 0.15000 8.84510 1.3999999762 2.5299651623    1.400  0.577  3.8291  4.275    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.25e-13      0.00 7.071e-01 2.732e-01 3.500e-03 9.564e-04 8.692e-03 -1.000 1.973e-02 3.327 3.827 3.826 3.386 3.110 2.871 2.585 2.377 2.352
0.020322 0.15000 8.84510 1.4500000477 2.5346016884    1.450  0.650  3.8375  4.251    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.25e-13      0.00 7.072e-01 2.731e-01 3.497e-03 9.555e-04 8.684e-03 -1.000 1.970e-02 3.144 3.611 3.609 3.197 2.938 2.713 2.446 2.256 2.232
0.020322 0.15000 8.84510 1.5000000000 2.5388846397    1.500  0.721  3.8465  4.231    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.18e-13      0.00 7.074e-01 2.728e-01 3.494e-03 9.549e-04 8.679e-03 -1.000 1.975e-02 2.968 3.406 3.400 3.016 2.775 2.566 2.319 2.145 2.123
0.020322 0.15000 8.84510 1.5500000715 2.5428512096    1.550  0.789  3.8563  4.217    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.04e-13      0.00 7.076e-01 2.726e-01 3.492e-03 9.543e-04 8.673e-03 -1.000 1.977e-02 2.798 3.207 3.194 2.840 2.619 2.427 2.202 2.047 2.025
