# File generated by CMD 3.3 (http://stev.oapd.inaf.it/cmd) on Sun Dec  8 23:56:03 CET 2019
# isochrones based on PARSEC release v1.2S +  COLIBRI S_35
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: SDSS <i>ugriz</i>
# Attention: photometry includes extinction of Av=0.2, with coefficients derived star-by-star, for Cardelli et al 89 + O'Donnell 94 Rv=3.1 extinction curve.
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0 period1 pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  umag    gmag    rmag    imag    zmag
0.01471 0.00000 9.84510 1.1455024481 2.4989821911    0.926  2.950  3.5470  0.594    8  0.529  0.454    47.52    27.16  1 -4.24e-08      0.00 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -2.606 4.171 0.700 -0.762 -2.039 -2.711
0.01471 0.00000 9.84510 1.1455026865 2.4989821911    0.923  2.973  3.5436  0.556    8  0.530  0.454    51.53    29.11  1 -4.72e-08      0.00 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -2.663 4.187 0.769 -0.683 -2.046 -2.751
0.01471 0.00000 9.84510 1.1455031633 2.4989821911    0.920  3.094  3.5264  0.366    8  0.530  0.454    77.77    41.51  1  -7.9e-08      0.00 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -2.964 4.249 1.251 -0.177 -2.017 -2.913
0.01471 0.00000 9.84510 1.1455036402 2.4989824295    0.917  3.247  3.5043  0.122    8  0.530  0.454   131.41    65.25  0  -1.5e-07      0.00 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -3.348 4.299 2.209 0.710 -1.742 -2.927
0.01471 0.00000 9.84510 1.1455041170 2.4989824295    0.912  3.374  3.4859 -0.080    8  0.531  0.454   203.32    95.02  0 -2.52e-07      0.00 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -3.665 4.310 2.873 1.205 -1.489 -2.893
0.01471 0.00000 9.84510 1.1455047131 2.4989824295    0.907  3.455  3.4739 -0.211    8  0.531  0.454   269.73   121.12  0 -3.53e-07      0.00 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -3.867 4.303 3.073 1.269 -1.424 -2.931
0.01471 0.00000 9.84510 1.1455055475 2.4989826679    0.901  3.496  3.4675 -0.281    8  0.531  0.454   313.26   137.58  0 -4.21e-07      0.01 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -3.969 4.294 3.153 1.298 -1.401 -2.958
0.01471 0.00000 9.84510 1.1455062628 2.4989826679    0.895  3.513  3.4643 -0.315    8  0.532  0.454   336.59   146.09  0  -4.6e-07      0.01 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -4.014 4.295 3.190 1.315 -1.390 -2.970
0.01471 0.00000 9.84510 1.1455072165 2.4989829063    0.888  3.523  3.4652 -0.323    8  0.533  0.453   342.94   148.12  0 -4.94e-07      0.01 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -4.037 4.285 3.163 1.287 -1.420 -2.997
0.01471 0.00000 9.84510 1.1455072165 2.4989829063    0.887  3.338  3.4890 -0.044    8  0.533  0.454   187.60    87.91  0 -2.37e-07      0.00 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -3.575 4.347 2.848 1.221 -1.474 -2.850
0.01471 0.00000 9.84510 1.1455073357 2.4989829063    0.886  3.168  3.5136  0.224    8  0.533  0.454   105.22    53.30  0  -1.2e-07      0.00 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -3.149 4.326 1.845 0.385 -1.832 -2.897
0.01471 0.00000 9.84510 1.1455075741 2.4989829063    0.883  2.997  3.5381  0.491    8  0.533  0.454    59.11    32.35  1 -5.97e-08      0.00 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -2.723 4.249 0.929 -0.509 -2.017 -2.778
0.01471 0.00000 9.84510 1.1455079317 2.4989831448    0.880  3.020  3.5345  0.452    8  0.533  0.454    64.26    34.73  1 -6.65e-08      0.00 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -2.779 4.268 1.035 -0.396 -2.006 -2.807
0.01471 0.00000 9.84510 1.1455082893 2.4989831448    0.875  3.138  3.5169  0.262    8  0.533  0.454    96.92    49.46  0  -1.1e-07      0.00 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -3.074 4.332 1.696 0.247 -1.867 -2.886
0.01471 0.00000 9.84510 1.1455087662 2.4989831448    0.869  3.288  3.4944  0.019    8  0.534  0.454   163.51    77.57  0 -2.05e-07      0.00 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -3.449 4.375 2.685 1.113 -1.518 -2.829
0.01471 0.00000 9.84510 1.1455093622 2.4989831448    0.863  3.411  3.4755 -0.183    8  0.534  0.454   252.94   112.82  0 -3.42e-07      0.00 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -3.758 4.377 3.126 1.339 -1.351 -2.844
0.01471 0.00000 9.84510 1.1455100775 2.4989833832    0.855  3.490  3.4631 -0.315    8  0.535  0.454   336.09   143.81  0 -4.75e-07      0.01 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -3.954 4.361 3.270 1.392 -1.314 -2.900
0.01471 0.00000 9.84510 1.1455107927 2.4989833832    0.846  3.529  3.4564 -0.386    8  0.535  0.454   391.52   163.52  0  -5.7e-07      0.01 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -4.053 4.374 3.350 1.445 -1.297 -2.933
0.01471 0.00000 9.84510 1.1455116272 2.4989836216    0.836  3.546  3.4531 -0.421    8  0.536  0.454   422.31   173.88  0 -6.28e-07      0.01 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -4.095 4.391 3.399 1.487 -1.283 -2.943
0.01471 0.00000 9.84510 1.1455125809 2.4989838600    0.826  3.555  3.4572 -0.419    8  0.537  0.453   419.76   172.18  0 -6.92e-07      0.01 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -4.116 4.372 3.320 1.396 -1.349 -2.988
0.01471 0.00000 9.84510 1.1455125809 2.4989838600    0.825  3.381  3.4771 -0.167    8  0.537  0.454   243.66   107.55  0 -3.46e-07      0.00 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -3.684 4.429 3.155 1.382 -1.307 -2.788
0.01471 0.00000 9.84510 1.1455127001 2.4989838600    0.822  3.213  3.5021  0.101    8  0.537  0.454   136.78    65.21  0 -1.79e-07      0.00 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -3.262 4.425 2.426 0.915 -1.586 -2.799
0.01471 0.00000 9.84510 1.1455129385 2.4989838600    0.818  3.043  3.5273  0.369    8  0.537  0.454    76.63    39.45  1 -9.11e-08      0.00 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -2.836 4.364 1.330 -0.098 -1.912 -2.797
0.01471 0.00000 9.84510 1.1455132961 2.4989838600    0.812  3.065  3.5228  0.326    8  0.537  0.454    84.17    42.66  1 -1.02e-07      0.00 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -2.892 4.395 1.519 0.084 -1.856 -2.797
0.01471 0.00000 9.84510 1.1455137730 2.4989838600    0.804  3.180  3.5036  0.130    8  0.538  0.454   128.43    61.23  0 -1.67e-07      0.00 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -3.180 4.468 2.411 0.910 -1.554 -2.746
0.01471 0.00000 9.84510 1.1455142498 2.4989840984    0.794  3.325  3.4792 -0.119    8  0.538  0.454   219.60    96.88  0 -3.06e-07      0.00 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -3.544 4.510 3.210 1.464 -1.218 -2.679
0.01471 0.00000 9.84510 1.1455148458 2.4989840984    0.782  3.445  3.4584 -0.329    8  0.539  0.454   345.19   142.38  0 -5.04e-07      0.01 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -3.844 4.496 3.466 1.579 -1.139 -2.753
0.01471 0.00000 9.84510 1.1455155611 2.4989840984    0.769  3.521  3.4444 -0.468    8  0.539  0.454   466.14   183.24  0 -7.03e-07      0.01 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -4.034 4.536 3.634 1.744 -1.109 -2.825
0.01471 0.00000 9.84510 1.1455163956 2.4989843369    0.755  3.560  3.4368 -0.545    8  0.540  0.454   550.54   209.71  0 -8.54e-07      0.02 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -4.129 4.561 3.719 1.853 -1.098 -2.868
0.01471 0.00000 9.84510 1.1455173492 2.4989845753    0.739  3.575  3.4334 -0.583    8  0.541  0.454   599.30   223.25  0 -1.08e-06      0.03 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -4.169 4.636 3.796 1.931 -1.076 -2.874
0.01471 0.00000 9.84510 1.1455183029 2.4989845753    0.721  3.583  3.4615 -0.489    8  0.541  0.453   490.20   185.20  0 -1.23e-06      0.04 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -4.188 4.495 3.314 1.337 -1.416 -3.050
0.01471 0.00000 9.84510 1.1455183029 2.4989845753    0.720  3.422  3.4582 -0.342    8  0.541  0.454   356.82   140.62  0  -5.9e-07      0.01 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -3.786 4.589 3.550 1.655 -1.069 -2.687
0.01471 0.00000 9.84510 1.1455184221 2.4989845753    0.716  3.254  3.4818 -0.082    8  0.542  0.454   203.59    86.33  0  -3.1e-07      0.00 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -3.365 4.641 3.294 1.581 -1.101 -2.538
0.01471 0.00000 9.84510 1.1455186605 2.4989845753    0.710  3.082  3.5043  0.177    8  0.542  0.454   116.57    53.05  0 -1.58e-07      0.00 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -2.934 4.663 2.595 1.105 -1.336 -2.517
0.01471 0.00000 9.84510 1.1455190182 2.4989848137    0.702  3.100  3.4910  0.101    8  0.542  0.454   137.67    60.81  0  -1.7e-07      0.00 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -2.979 4.783 3.250 1.674 -0.976 -2.315
0.01471 0.00000 9.84510 1.1455193758 2.4989848137    0.691  3.207  3.4598 -0.138    8  0.542  0.454   231.05    94.17  0 -2.56e-07      0.00 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -3.247 4.887 3.885 2.053 -0.632 -2.212
0.01471 0.00000 9.84510 1.1455199718 2.4989848137    0.678  3.342  3.4223 -0.432    8  0.543  0.454   436.87   161.14  0 -4.17e-07      0.01 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -3.586 4.927 4.315 2.614 -0.496 -2.322
0.01471 0.00000 9.84510 1.1455205679 2.4989850521    0.663  3.452  3.3918 -0.673    8  0.543  0.454   739.27   249.38  0 -6.18e-07      0.01 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -3.860 4.946 4.329 2.616 -0.624 -2.518
0.01471 0.00000 9.84510 1.1455212831 2.4989850521    0.646  3.517  3.3761 -0.813    8  0.544  0.454  1007.67   318.22  0 -1.21e-06      0.04 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -4.024 5.080 4.363 2.587 -0.705 -2.630
0.01471 0.00000 9.84510 1.1455219984 2.4989852905    0.627  3.545  3.3788 -0.843    8  0.544  0.454  1088.72   329.20  0 -1.72e-06      0.07 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -4.093 5.209 4.413 2.590 -0.723 -2.661
0.01471 0.00000 9.84510 1.1455229521 2.4989852905    0.606  3.550  3.4011 -0.774    8  0.545  0.454   956.95   280.72  0 -1.81e-06      0.08 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -4.106 5.167 4.374 2.553 -0.744 -2.674
0.01471 0.00000 9.84510 1.1455239058 2.4989855289    0.584  3.547  3.5319 -0.263    8  0.546  0.453   330.32   103.61  0 -2.52e-06      0.21 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -4.096 4.682 0.670 -1.097 -2.963 -3.880
0.01471 0.00000 9.84510 1.1455253363 2.4989857674    0.546 -9.999  4.0000  1.752    9  0.547  0.000     0.00     0.00 -1    -1e-30      0.00 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 29.767 30.899 30.123 30.309 30.500 30.600
#isochrone terminated
